enter_date,enter_time,exit_date,exit_time,direction,enter_price,exit_price,close_reason,quantity,pnl
1/2/2022,18:00:00,1/3/2022,1:36:00,long,17801.75,17839.75,MDL,1,757.5
1/3/2022,1:37:00,1/3/2022,8:34:00,short,17834.75,17870.25,MDL,1,-712.5
1/3/2022,8:35:00,1/3/2022,8:40:00,long,17865.25,17865.75,MDL,1,7.5
1/3/2022,8:41:00,1/3/2022,9:31:00,short,17862.75,17851.5,MDL,1,222.5
1/3/2022,9:32:00,1/3/2022,9:45:00,long,17873.25,17890.25,MDL,1,337.5
1/3/2022,9:46:00,1/3/2022,9:49:00,short,17872.25,17790.33,TP,1,1635.9
1/3/2022,21:07:00,1/4/2022,3:36:00,long,17934.25,17954.5,MDL,1,402.5
1/4/2022,3:37:00,1/4/2022,5:03:00,short,17949,17969,MDL,1,-402.5
1/4/2022,5:04:00,1/4/2022,7:24:00,long,17970.25,17970.75,MDL,1,7.5
1/4/2022,7:25:00,1/4/2022,10:02:00,short,17961.75,17871.63,TP,1,1799.9
1/4/2022,11:35:00,1/4/2022,11:58:00,long,17656.75,17655,MDL,1,-37.5
1/4/2022,11:59:00,1/4/2022,14:32:00,short,17648.5,17636.75,MDL,1,232.5
1/4/2022,14:33:00,1/4/2022,15:50:00,long,17651.75,17769.07,TP,1,2343.9
1/4/2022,18:00:00,1/5/2022,2:47:00,short,17710.75,17663.25,MDL,1,947.5
1/5/2022,3:05:00,1/5/2022,6:07:00,long,17655.25,17660,MDL,1,92.5
1/5/2022,6:08:00,1/5/2022,9:35:00,short,17656.25,17550,TP,1,2122.5
1/5/2022,18:33:00,1/5/2022,22:12:00,long,17223,17200.75,MDL,1,-447.5
1/5/2022,22:13:00,1/6/2022,2:01:00,short,17195,17130,MDL,1,1297.5
1/6/2022,2:02:00,1/6/2022,3:24:00,long,17137.25,17163.5,MDL,1,522.5
1/6/2022,3:25:00,1/6/2022,4:02:00,short,17158,17186.5,MDL,1,-572.5
1/6/2022,4:03:00,1/6/2022,6:24:00,long,17184.75,17147.75,MDL,1,-742.5
1/6/2022,6:25:00,1/6/2022,9:21:00,short,17145,17165,MDL,1,-402.5
1/6/2022,9:22:00,1/6/2022,9:49:00,long,17172.5,17240.75,MDL,1,1362.5
1/6/2022,9:50:00,1/6/2022,10:06:00,short,17217.5,17068,TP,1,2987.5
1/6/2022,18:00:00,1/6/2022,23:21:00,long,17247.5,17230.75,MDL,1,-337.5
1/6/2022,23:46:00,1/7/2022,4:21:00,short,17236.5,17180.5,MDL,1,1117.5
1/7/2022,4:22:00,1/7/2022,8:32:00,long,17181,17201.5,MDL,1,407.5
1/7/2022,8:33:00,1/7/2022,9:02:00,short,17189.25,17143.75,MDL,1,907.5
1/7/2022,9:03:00,1/7/2022,9:36:00,long,17151.25,17143.25,MDL,1,-162.5
1/7/2022,9:37:00,1/7/2022,9:40:00,short,17128.75,17173.75,MDL,1,-902.5
1/7/2022,9:41:00,1/7/2022,10:04:00,long,17195.75,17215.25,MDL,1,387.5
1/7/2022,10:05:00,1/7/2022,10:47:00,short,17191.25,17015.34,TP,1,3515.7
1/9/2022,18:04:00,1/9/2022,22:01:00,short,17049.75,17050,MDL,1,-7.5
1/9/2022,22:02:00,1/10/2022,3:15:00,long,17046.5,17046.75,MDL,1,2.5
1/10/2022,3:16:00,1/10/2022,4:44:00,short,17039.75,17044.25,MDL,1,-92.5
1/10/2022,4:45:00,1/10/2022,7:08:00,long,17050.5,16978.25,MDL,1,-1447.5
1/10/2022,8:44:00,1/10/2022,10:02:00,short,16856.25,16676.36,TP,1,3595.3
1/10/2022,11:42:00,1/10/2022,12:09:00,long,16711,16695,MDL,1,-322.5
1/10/2022,12:10:00,1/10/2022,12:52:00,short,16671.75,16697.25,MDL,1,-512.5
1/10/2022,12:53:00,1/10/2022,14:34:00,long,16742.75,16938.19,TP,1,3906.3
1/11/2022,1:10:00,1/11/2022,7:58:00,long,17038.25,17100.5,MDL,1,1242.5
1/11/2022,7:59:00,1/11/2022,9:51:00,short,17094,16971,MDL,1,2457.5
1/11/2022,9:52:00,1/11/2022,10:34:00,long,17013.75,17036,MDL,1,442.5
1/11/2022,10:35:00,1/11/2022,11:02:00,short,17004.25,17018.5,MDL,1,-287.5
1/11/2022,11:03:00,1/11/2022,11:38:00,long,17034,17221.8,TP,1,3753.5
1/12/2022,3:21:00,1/12/2022,3:25:00,long,17293,17282.75,MDL,1,-207.5
1/12/2022,3:26:00,1/12/2022,4:29:00,short,17266.5,17280.5,MDL,1,-282.5
1/12/2022,4:30:00,1/12/2022,9:41:00,long,17283.75,17376.5,MDL,1,1852.5
1/12/2022,9:42:00,1/12/2022,9:59:00,short,17350.75,17403,MDL,1,-1047.5
1/12/2022,10:00:00,1/12/2022,10:32:00,long,17412.75,17381,MDL,1,-637.5
1/12/2022,10:33:00,1/12/2022,11:31:00,short,17373.5,17323,MDL,1,1007.5
1/12/2022,11:32:00,1/12/2022,14:02:00,long,17331,17326.25,MDL,1,-97.5
1/12/2022,14:03:00,1/12/2022,15:59:00,short,17315,17336,EOD,1,-422.5
1/12/2022,18:00:00,1/13/2022,3:16:00,short,17346.75,17324.75,MDL,1,437.5
1/13/2022,3:18:00,1/13/2022,10:05:00,long,17328.75,17352,MDL,1,462.5
1/13/2022,10:06:00,1/13/2022,10:50:00,short,17348.25,17207.27,TP,1,2817.1
1/13/2022,19:20:00,1/13/2022,23:12:00,short,16944.5,16929,MDL,1,307.5
1/14/2022,2:41:00,1/14/2022,3:04:00,long,16959.25,16941.75,MDL,1,-352.5
1/14/2022,3:06:00,1/14/2022,7:59:00,short,16930.25,16769.06,TP,1,3221.3
1/14/2022,8:30:00,1/14/2022,9:40:00,long,16809,16974.45,TP,1,3306.5
1/16/2022,19:31:00,1/16/2022,19:39:00,long,17011.5,17011.5,MDL,1,-2.5
1/16/2022,19:41:00,1/17/2022,6:40:00,short,17006.5,17048.75,MDL,1,-847.5
1/17/2022,6:53:00,1/17/2022,10:13:00,long,17059.75,17034.5,MDL,1,-507.5
1/17/2022,10:14:00,1/17/2022,12:59:00,short,17037.75,17001,S-EOD,1,732.5
1/17/2022,18:02:00,1/17/2022,23:19:00,short,17020.5,16873.03,TP,1,2946.9
1/18/2022,1:31:00,1/18/2022,4:17:00,short,16895,16750.56,TP,1,2886.3
1/18/2022,18:00:00,1/18/2022,23:59:00,short,16684.5,16516.77,TP,1,3352.1
1/19/2022,1:11:00,1/19/2022,4:42:00,short,16548.75,16677.73,SL,1,-2582.1
1/19/2022,10:27:00,1/19/2022,11:14:00,short,16745.25,16580.4,TP,1,3294.5
1/19/2022,11:53:00,1/19/2022,14:03:00,long,16613.5,16695.75,MDL,1,1642.5
1/19/2022,20:03:00,1/19/2022,21:17:00,short,16510,16516.25,MDL,1,-127.5
1/19/2022,21:22:00,1/20/2022,3:21:00,long,16517,16536.5,MDL,1,387.5
1/20/2022,3:22:00,1/20/2022,4:34:00,short,16526.25,16574.75,MDL,1,-972.5
1/20/2022,4:35:00,1/20/2022,10:32:00,long,16578.75,16756.09,TP,1,3544.3
1/20/2022,11:42:00,1/20/2022,14:42:00,short,16720.75,16542.42,TP,1,3564.1
1/20/2022,18:06:00,1/20/2022,20:31:00,long,16188.75,16169,MDL,1,-397.5
1/20/2022,20:32:00,1/21/2022,1:11:00,short,16166,16130.5,MDL,1,707.5
1/21/2022,1:12:00,1/21/2022,6:18:00,long,16123.5,16180.75,MDL,1,1142.5
1/21/2022,6:19:00,1/21/2022,9:31:00,short,16168,16181.75,MDL,1,-277.5
1/21/2022,9:32:00,1/21/2022,9:41:00,long,16226.75,16170,MDL,1,-1137.5
1/21/2022,9:42:00,1/21/2022,9:47:00,short,16152.75,16181.75,MDL,1,-582.5
1/21/2022,9:48:00,1/21/2022,9:53:00,long,16201.75,16131,MDL,1,-1417.5
1/21/2022,9:54:00,1/21/2022,10:27:00,short,16102.25,16064.25,MDL,1,757.5
1/21/2022,10:28:00,1/21/2022,11:23:00,long,16091.75,16301.21,TP,1,4186.7
1/21/2022,11:37:00,1/21/2022,14:28:00,short,16233.75,16008.35,TP,1,4505.5
1/23/2022,18:18:00,1/24/2022,3:00:00,long,15939.5,15959,MDL,1,387.5
1/24/2022,3:01:00,1/24/2022,3:18:00,short,15964.25,16007.5,MDL,1,-867.5
1/24/2022,3:39:00,1/24/2022,4:07:00,long,15992.5,15937.75,MDL,1,-1097.5
1/24/2022,4:09:00,1/24/2022,6:10:00,short,15947.25,15834,MDL,1,2262.5
1/24/2022,6:11:00,1/24/2022,8:23:00,long,15846.75,15672.28,SL,1,-3491.9
1/24/2022,9:32:00,1/24/2022,9:36:00,short,15630.75,15648.5,MDL,1,-357.5
1/24/2022,9:37:00,1/24/2022,9:43:00,long,15648.75,15615.75,MDL,1,-662.5
1/24/2022,9:44:00,1/24/2022,9:55:00,short,15574.25,15573.75,MDL,1,7.5
1/24/2022,9:56:00,1/24/2022,10:11:00,long,15619.75,15441.43,SL,1,-3568.9
1/24/2022,19:09:00,1/24/2022,19:50:00,long,15880.75,15849.25,MDL,1,-632.5
1/24/2022,19:51:00,1/25/2022,1:05:00,short,15831.5,15745.25,MDL,1,1722.5
1/25/2022,1:06:00,1/25/2022,2:49:00,long,15750.75,15693.5,MDL,1,-1147.5
1/25/2022,2:50:00,1/25/2022,4:23:00,short,15692.25,15726.25,MDL,1,-682.5
1/25/2022,4:24:00,1/25/2022,6:39:00,long,15730.25,15706.75,MDL,1,-472.5
1/25/2022,6:40:00,1/25/2022,9:36:00,short,15692.5,15687.5,MDL,1,97.5
1/25/2022,9:41:00,1/25/2022,9:45:00,long,15690.25,15656,MDL,1,-687.5
1/25/2022,9:46:00,1/25/2022,10:28:00,short,15591.75,15605.75,MDL,1,-282.5
1/25/2022,10:29:00,1/25/2022,11:08:00,long,15627.75,15554,MDL,1,-1477.5
1/25/2022,11:09:00,1/25/2022,13:27:00,short,15538.75,15596,MDL,1,-1147.5
1/25/2022,13:28:00,1/25/2022,15:25:00,long,15605.5,15713.75,MDL,1,2162.5
1/25/2022,15:26:00,1/25/2022,15:59:00,short,15693.5,15598.5,EOD,1,1897.5
1/25/2022,18:07:00,1/26/2022,4:11:00,long,15475.5,15825.25,TP,1,6992.5
1/26/2022,7:24:00,1/26/2022,9:40:00,long,15830,15844.25,MDL,1,282.5
1/26/2022,18:00:00,1/26/2022,21:06:00,long,15639.75,15373.73,SL,1,-5322.9
1/27/2022,0:01:00,1/27/2022,3:01:00,short,15376.25,15431.25,MDL,1,-1102.5
1/27/2022,18:58:00,1/28/2022,4:00:00,long,15554.75,15523.25,MDL,1,-632.5
1/28/2022,4:01:00,1/28/2022,8:32:00,short,15532.5,15409.5,MDL,1,2457.5
1/28/2022,9:34:00,1/28/2022,10:18:00,short,15429.25,15429.25,MDL,1,-2.5
1/28/2022,10:19:00,1/28/2022,14:07:00,long,15456.25,15619.75,MDL,1,3267.5
1/28/2022,14:08:00,1/28/2022,14:57:00,short,15600.75,15649.5,MDL,1,-977.5
1/28/2022,14:58:00,1/28/2022,15:59:00,long,15656,15866.25,EOD,1,4202.5
1/31/2022,2:51:00,1/31/2022,7:51:00,long,15892,15885,MDL,1,-142.5
1/31/2022,7:52:00,1/31/2022,9:34:00,short,15888,15902.25,MDL,1,-287.5
1/31/2022,15:15:00,1/31/2022,15:59:00,long,16184.25,16347.5,EOD,1,3262.5
1/31/2022,20:37:00,2/1/2022,4:47:00,long,16300,16326.5,MDL,1,527.5
2/1/2022,4:48:00,2/1/2022,9:23:00,short,16314,16376.5,MDL,1,-1252.5
2/1/2022,9:24:00,2/1/2022,9:36:00,long,16378.25,16352.5,MDL,1,-517.5
2/1/2022,9:37:00,2/1/2022,10:21:00,short,16319.5,16257.5,MDL,1,1237.5
2/1/2022,10:22:00,2/1/2022,12:33:00,long,16270.5,16315.75,MDL,1,902.5
2/1/2022,12:34:00,2/1/2022,15:02:00,short,16292.5,16340.25,MDL,1,-957.5
2/1/2022,15:03:00,2/1/2022,15:59:00,long,16368.25,16454.5,EOD,1,1722.5
2/2/2022,6:16:00,2/2/2022,9:49:00,long,16634.5,16494.95,SL,1,-2793.5
2/2/2022,10:00:00,2/2/2022,10:18:00,long,16541.75,16528.75,MDL,1,-262.5
2/2/2022,10:19:00,2/2/2022,11:27:00,short,16526,16463.5,MDL,1,1247.5
2/2/2022,11:28:00,2/2/2022,14:16:00,long,16473.5,16486,MDL,1,247.5
2/2/2022,14:17:00,2/2/2022,14:41:00,short,16477.25,16544,MDL,1,-1337.5
2/2/2022,14:42:00,2/2/2022,15:59:00,long,16552.75,16560.25,EOD,1,147.5
2/2/2022,23:36:00,2/3/2022,3:45:00,short,16232,16262.5,MDL,1,-612.5
2/3/2022,4:04:00,2/3/2022,4:58:00,long,16263.25,16235.75,MDL,1,-552.5
2/3/2022,4:59:00,2/3/2022,9:38:00,short,16228,16199.25,MDL,1,572.5
2/3/2022,9:39:00,2/3/2022,9:46:00,long,16225.25,16178.75,MDL,1,-932.5
2/3/2022,9:47:00,2/3/2022,10:15:00,short,16164.75,16208,MDL,1,-867.5
2/3/2022,10:16:00,2/3/2022,10:46:00,long,16223.25,16208.25,MDL,1,-302.5
2/3/2022,10:47:00,2/3/2022,14:45:00,short,16199,16012.49,TP,1,3727.7
2/3/2022,15:21:00,2/3/2022,15:59:00,short,16085.25,15954.75,EOD,1,2607.5
2/3/2022,19:35:00,2/3/2022,20:39:00,long,16199.75,16167.75,MDL,1,-642.5
2/3/2022,20:40:00,2/4/2022,2:21:00,short,16161.5,16218.75,MDL,1,-1147.5
2/4/2022,2:22:00,2/4/2022,3:08:00,long,16224.25,16212.75,MDL,1,-232.5
2/4/2022,3:11:00,2/4/2022,6:21:00,short,16202,16003.32,TP,1,3971.1
2/4/2022,7:41:00,2/4/2022,8:19:00,short,16017.75,16041,MDL,1,-467.5
2/4/2022,8:20:00,2/4/2022,8:30:00,long,16033.25,16059.25,MDL,1,517.5
2/4/2022,8:31:00,2/4/2022,9:15:00,short,15960.75,15891.25,MDL,1,1387.5
2/4/2022,9:16:00,2/4/2022,10:29:00,long,15912.75,16074,MDL,1,3222.5
2/6/2022,18:00:00,2/7/2022,1:38:00,short,16128.25,16122,MDL,1,122.5
2/7/2022,1:39:00,2/7/2022,3:18:00,long,16119.5,16103.5,MDL,1,-322.5
2/7/2022,3:19:00,2/7/2022,9:16:00,short,16096,16147,MDL,1,-1022.5
2/7/2022,9:17:00,2/7/2022,10:13:00,long,16149.5,16168.25,MDL,1,372.5
2/7/2022,10:14:00,2/7/2022,13:28:00,short,16161.75,16097.25,MDL,1,1287.5
2/7/2022,13:29:00,2/7/2022,15:37:00,long,16107.5,16096.25,MDL,1,-227.5
2/7/2022,15:38:00,2/7/2022,15:59:00,short,16071.75,15990.75,EOD,1,1617.5
2/7/2022,18:00:00,2/7/2022,18:23:00,short,16045.75,16050.5,MDL,1,-97.5
2/7/2022,18:24:00,2/8/2022,6:25:00,long,16058.5,15992.5,MDL,1,-1322.5
2/8/2022,6:32:00,2/8/2022,9:37:00,short,16002,15985,MDL,1,337.5
2/8/2022,9:42:00,2/8/2022,10:00:00,long,16006.75,15967.25,MDL,1,-792.5
2/8/2022,10:01:00,2/8/2022,10:18:00,short,15940.25,15989.25,MDL,1,-982.5
2/8/2022,10:19:00,2/8/2022,12:33:00,long,15995.75,16171.42,TP,1,3510.9
2/8/2022,13:20:00,2/8/2022,13:41:00,long,16137,16131.5,MDL,1,-112.5
2/8/2022,13:42:00,2/8/2022,15:12:00,short,16120.5,16145.75,MDL,1,-507.5
2/8/2022,15:13:00,2/8/2022,15:59:00,long,16151.5,16179.75,EOD,1,562.5
2/9/2022,2:31:00,2/9/2022,8:11:00,long,16223,16385.49,TP,1,3247.3
2/9/2022,9:52:00,2/9/2022,10:33:00,short,16333.25,16368.25,MDL,1,-702.5
2/9/2022,10:34:00,2/9/2022,15:59:00,long,16379,16469.25,EOD,1,1802.5
2/9/2022,20:01:00,2/9/2022,20:29:00,long,16455.25,16449.5,MDL,1,-117.5
2/9/2022,20:30:00,2/10/2022,2:57:00,short,16448.25,16467.5,MDL,1,-387.5
2/10/2022,2:58:00,2/10/2022,3:43:00,long,16474.25,16437.5,MDL,1,-737.5
2/10/2022,4:34:00,2/10/2022,7:07:00,short,16430,16460.75,MDL,1,-617.5
2/10/2022,7:08:00,2/10/2022,8:30:00,long,16466,16473.25,MDL,1,142.5
2/10/2022,8:31:00,2/10/2022,8:39:00,short,16362.75,16302.25,MDL,1,1207.5
2/10/2022,8:40:00,2/10/2022,9:01:00,long,16316,16218.75,SL,1,-1947.5
2/10/2022,9:34:00,2/10/2022,9:55:00,long,16226.25,16365.51,TP,1,2782.7
2/10/2022,10:17:00,2/10/2022,11:46:00,short,16373.75,16349,MDL,1,492.5
2/10/2022,11:47:00,2/10/2022,12:45:00,long,16377,16403.75,MDL,1,532.5
2/10/2022,12:46:00,2/10/2022,13:04:00,short,16315.5,16320.25,MDL,1,-97.5
2/10/2022,13:05:00,2/10/2022,13:17:00,long,16336.25,16273.5,MDL,1,-1257.5
2/10/2022,13:18:00,2/10/2022,13:59:00,short,16268.5,16237,MDL,1,627.5
2/10/2022,14:00:00,2/10/2022,15:32:00,long,16262.75,16128.47,SL,1,-2688.1
2/10/2022,15:55:00,2/10/2022,15:59:00,long,16111.25,16163.5,EOD,1,1042.5
2/10/2022,18:00:00,2/10/2022,20:24:00,long,16144,16106.25,MDL,1,-757.5
2/10/2022,20:25:00,2/11/2022,2:13:00,short,16104.5,16043.75,MDL,1,1212.5
2/11/2022,2:14:00,2/11/2022,4:40:00,long,16046.75,16043,MDL,1,-77.5
2/11/2022,4:41:00,2/11/2022,7:14:00,short,16033.25,16089,MDL,1,-1117.5
2/11/2022,9:41:00,2/11/2022,9:46:00,short,16121.75,16172.5,MDL,1,-1017.5
2/11/2022,9:56:00,2/11/2022,10:07:00,short,16148.25,16141,MDL,1,142.5
2/11/2022,10:08:00,2/11/2022,10:12:00,long,16152,16093.5,MDL,1,-1172.5
2/11/2022,10:13:00,2/11/2022,10:31:00,short,16076,16106.75,MDL,1,-617.5
2/11/2022,10:32:00,2/11/2022,11:09:00,long,16123,16082.75,MDL,1,-807.5
2/13/2022,18:00:00,2/13/2022,23:39:00,short,15695.75,15710.75,MDL,1,-302.5
2/13/2022,23:40:00,2/14/2022,3:15:00,long,15712.5,15665.5,MDL,1,-942.5
2/14/2022,3:16:00,2/14/2022,7:39:00,short,15649.25,15551.25,MDL,1,1957.5
2/14/2022,8:49:00,2/14/2022,11:19:00,short,15619.5,15786.57,SL,1,-3343.9
2/14/2022,13:24:00,2/14/2022,14:34:00,short,15751.5,15625.25,MDL,1,2522.5
2/14/2022,14:35:00,2/14/2022,15:59:00,long,15667.75,15712.25,EOD,1,887.5
2/14/2022,18:00:00,2/15/2022,0:06:00,long,15702.75,15699.25,MDL,1,-72.5
2/15/2022,0:07:00,2/15/2022,3:06:00,short,15684.25,15742.75,MDL,1,-1172.5
2/15/2022,8:24:00,2/15/2022,8:55:00,long,15975.25,15933,MDL,1,-847.5
2/15/2022,8:56:00,2/15/2022,10:49:00,short,15930,15981.5,MDL,1,-1032.5
2/15/2022,10:50:00,2/15/2022,12:25:00,long,15989,15921.25,MDL,1,-1357.5
2/15/2022,19:01:00,2/16/2022,5:01:00,long,16010,16047.25,MDL,1,742.5
2/16/2022,5:02:00,2/16/2022,9:50:00,short,16030.25,15864.32,TP,1,3316.1
2/16/2022,18:50:00,2/16/2022,19:04:00,long,16018.75,16013.5,MDL,1,-107.5
2/16/2022,19:05:00,2/17/2022,0:06:00,short,16010,15935.25,MDL,1,1492.5
2/17/2022,0:07:00,2/17/2022,3:27:00,long,15971.5,15965,MDL,1,-132.5
2/17/2022,3:28:00,2/17/2022,8:09:00,short,15946.75,15963.25,MDL,1,-332.5
2/17/2022,8:10:00,2/17/2022,8:40:00,long,15970.75,15955.5,MDL,1,-307.5
2/17/2022,8:41:00,2/17/2022,10:30:00,short,15941.25,15781.88,TP,1,3184.9
2/17/2022,11:18:00,2/17/2022,12:43:00,long,15838.75,15793.75,MDL,1,-902.5
2/17/2022,12:44:00,2/17/2022,15:33:00,short,15796.5,15626.03,TP,1,3406.9
2/17/2022,19:01:00,2/17/2022,20:33:00,short,15620,15644.5,MDL,1,-492.5
2/18/2022,1:01:00,2/18/2022,2:38:00,long,15687.75,15680.75,MDL,1,-142.5
2/18/2022,2:39:00,2/18/2022,9:03:00,short,15678.5,15642,MDL,1,727.5
2/18/2022,9:04:00,2/18/2022,9:35:00,long,15650.75,15596.25,MDL,1,-1092.5
2/18/2022,9:36:00,2/18/2022,9:51:00,short,15575,15601.25,MDL,1,-527.5
2/18/2022,9:52:00,2/18/2022,10:08:00,long,15606.25,15590.25,MDL,1,-322.5
2/18/2022,10:09:00,2/18/2022,11:03:00,short,15586.75,15428.76,TP,1,3157.3
2/18/2022,11:24:00,2/18/2022,11:38:00,short,15489,15490.75,MDL,1,-37.5
2/18/2022,11:39:00,2/18/2022,11:57:00,long,15500,15446,MDL,1,-1082.5
2/18/2022,11:58:00,2/18/2022,12:17:00,short,15424.5,15463.25,MDL,1,-777.5
2/18/2022,12:18:00,2/18/2022,12:37:00,long,15488.5,15426.5,MDL,1,-1242.5
2/18/2022,12:38:00,2/18/2022,13:46:00,short,15402,15419.75,MDL,1,-357.5
2/18/2022,13:47:00,2/18/2022,15:18:00,long,15429.5,15509,MDL,1,1587.5
2/18/2022,15:19:00,2/18/2022,15:45:00,short,15503,15477.75,MDL,1,502.5
2/18/2022,15:46:00,2/18/2022,15:59:00,long,15491.25,15444,EOD,1,-947.5
2/20/2022,19:51:00,2/20/2022,19:53:00,short,15328.75,15337.25,MDL,1,-172.5
2/20/2022,19:54:00,2/21/2022,1:53:00,long,15388,15582.16,TP,1,3880.7
2/21/2022,3:06:00,2/21/2022,3:35:00,long,15545.75,15539.75,MDL,1,-122.5
2/21/2022,3:36:00,2/21/2022,7:44:00,short,15504.25,15309.26,TP,1,3897.3
2/21/2022,18:57:00,2/21/2022,22:04:00,long,15110.5,15105.25,MDL,1,-107.5
2/21/2022,22:05:00,2/22/2022,1:35:00,short,15097.25,15161.25,MDL,1,-1282.5
2/22/2022,1:55:00,2/22/2022,2:15:00,long,15142.25,15113.75,MDL,1,-572.5
2/22/2022,2:16:00,2/22/2022,3:27:00,short,15098.25,15141,MDL,1,-857.5
2/22/2022,3:28:00,2/22/2022,5:38:00,long,15145.5,15339.18,TP,1,3871.1
2/22/2022,6:39:00,2/22/2022,9:49:00,short,15323.25,15489.02,SL,1,-3317.9
2/22/2022,10:41:00,2/22/2022,13:02:00,short,15471,15253.36,TP,1,4350.3
2/22/2022,14:30:00,2/22/2022,14:31:00,short,15253.75,15249.25,MDL,1,87.5
2/22/2022,14:32:00,2/22/2022,15:46:00,long,15285.5,15347.75,MDL,1,1242.5
2/22/2022,15:47:00,2/22/2022,15:59:00,short,15326,15306.25,EOD,1,392.5
2/22/2022,18:00:00,2/23/2022,6:20:00,long,15374,15433,MDL,1,1177.5
2/23/2022,6:21:00,2/23/2022,10:44:00,short,15424.75,15219.51,TP,1,4102.3
2/23/2022,19:01:00,2/23/2022,22:07:00,short,14957,14740.59,TP,1,4325.7
2/24/2022,0:02:00,2/24/2022,3:03:00,short,14637.5,14562,MDL,1,1507.5
2/24/2022,18:32:00,2/25/2022,4:56:00,short,15297.75,15305.75,MDL,1,-162.5
2/25/2022,4:57:00,2/25/2022,9:16:00,long,15329.5,15442.25,MDL,1,2252.5
2/25/2022,9:17:00,2/25/2022,10:23:00,short,15430.5,15385.75,MDL,1,892.5
2/25/2022,10:24:00,2/25/2022,13:11:00,long,15422.75,15499.5,MDL,1,1532.5
2/25/2022,13:12:00,2/25/2022,15:59:00,short,15486.25,15620,EOD,1,-2677.5
2/27/2022,18:31:00,2/27/2022,23:12:00,long,15259.5,15282.5,MDL,1,457.5
2/27/2022,23:13:00,2/28/2022,3:41:00,short,15284.25,15394.5,MDL,1,-2207.5
2/28/2022,3:42:00,2/28/2022,10:42:00,long,15380,15662.52,TP,1,5647.9
2/28/2022,12:11:00,2/28/2022,15:21:00,short,15625.25,15546.25,MDL,1,1577.5
2/28/2022,15:22:00,2/28/2022,15:59:00,long,15565.75,15675.25,EOD,1,2187.5
2/28/2022,19:49:00,3/1/2022,3:23:00,long,15657,15701.75,MDL,1,892.5
3/1/2022,3:24:00,3/1/2022,8:32:00,short,15667.5,15620.25,MDL,1,942.5
3/1/2022,8:33:00,3/1/2022,10:44:00,long,15635.25,15622.75,MDL,1,-252.5
3/1/2022,10:45:00,3/1/2022,15:06:00,short,15602.25,15518.25,MDL,1,1677.5
3/1/2022,15:07:00,3/1/2022,15:29:00,long,15530.5,15443,MDL,1,-1752.5
3/1/2022,15:30:00,3/1/2022,15:59:00,short,15425.75,15447.25,EOD,1,-432.5
3/1/2022,18:00:00,3/2/2022,3:01:00,long,15472,15442.5,MDL,1,-592.5
3/2/2022,3:02:00,3/2/2022,3:16:00,short,15440.75,15445,MDL,1,-87.5
3/2/2022,3:17:00,3/2/2022,8:29:00,long,15466.75,15502.25,MDL,1,707.5
3/2/2022,8:30:00,3/2/2022,9:46:00,short,15502.75,15538.75,MDL,1,-722.5
3/2/2022,9:47:00,3/2/2022,10:08:00,long,15550.5,15480.5,MDL,1,-1402.5
3/2/2022,10:09:00,3/2/2022,10:29:00,short,15456.75,15461.75,MDL,1,-102.5
3/2/2022,10:30:00,3/2/2022,15:59:00,long,15534,15685.25,EOD,1,3022.5
3/2/2022,18:00:00,3/3/2022,8:14:00,short,15642.25,15687.25,MDL,1,-902.5
3/3/2022,8:15:00,3/3/2022,9:31:00,long,15690,15782.75,MDL,1,1852.5
3/3/2022,9:32:00,3/3/2022,10:37:00,short,15754.25,15569.92,TP,1,3684.1
3/3/2022,18:00:00,3/3/2022,19:18:00,long,15515,15443.75,MDL,1,-1427.5
3/3/2022,19:19:00,3/3/2022,19:55:00,short,15441.25,15233.62,TP,1,4150.1
3/3/2022,20:24:00,3/4/2022,3:59:00,long,15291.75,15402.75,MDL,1,2217.5
3/4/2022,4:00:00,3/4/2022,5:29:00,short,15398.25,15410.75,MDL,1,-252.5
3/4/2022,5:30:00,3/4/2022,7:11:00,long,15430,15358,MDL,1,-1442.5
3/4/2022,7:12:00,3/4/2022,8:34:00,short,15339.5,15410.75,MDL,1,-1427.5
3/4/2022,8:35:00,3/4/2022,9:45:00,long,15412.25,15348,MDL,1,-1287.5
3/4/2022,9:46:00,3/4/2022,10:00:00,short,15329.5,15368.5,MDL,1,-782.5
3/4/2022,10:01:00,3/4/2022,10:11:00,long,15380.25,15300.75,MDL,1,-1592.5
3/4/2022,10:12:00,3/4/2022,12:11:00,short,15276.5,15258.5,MDL,1,357.5
3/4/2022,12:12:00,3/4/2022,13:57:00,long,15287.75,15285.75,MDL,1,-42.5
3/4/2022,13:58:00,3/4/2022,15:59:00,short,15269.25,15283.75,EOD,1,-292.5
3/6/2022,22:30:00,3/7/2022,0:36:00,short,15037.75,15052.5,MDL,1,-297.5
3/7/2022,0:37:00,3/7/2022,2:40:00,long,15050.75,15029.5,MDL,1,-427.5
3/7/2022,2:41:00,3/7/2022,4:07:00,short,15017.75,15085.75,MDL,1,-1362.5
3/7/2022,4:08:00,3/7/2022,9:30:00,long,15087.75,15305.98,TP,1,4362.1
3/7/2022,9:42:00,3/7/2022,10:25:00,short,15246.25,15029.18,TP,1,4338.9
3/7/2022,19:21:00,3/7/2022,20:12:00,short,14738.75,14800.75,MDL,1,-1242.5
3/7/2022,20:13:00,3/7/2022,23:25:00,long,14803.25,14735,MDL,1,-1367.5
